DAFTAR SATUAN PENDIDIKAN JENJANG SMA,,,,,,,,,,,,,,,,
TAHUN AJARAN 2024/2025,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
NAMA SEKOLAH,NPSN,BENTUK,NAMA DUSUN,DESA/KELURAHAN,KECAMATAN,KABUPATEN,PROVINSI,KODE POS,LINTANG,BUJUR,STATUS,AKREDITASI,SUMBER LISTRIK,AKSES INTERNET,SUMBER AIR,KECUKUPAN AIR
SMAS IT MIFTAHULHUDA,69753509,SMA,Sunara,Bojongasih,Kec. Bojongasih,Kab. Tasikmalaya,Prov. Jawa Barat,46187,-7.576400000000,108.109100000000,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup
SMAS ITTIHADUL UMMAT,20229514,SMA,Cikumpay,Cikeusal,Kec. Tanjungjaya,Kab. Tasikmalaya,Prov. Jawa Barat,46184,-7.455200000000,108.110000000000,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup
SMAS KHZ MUSTHAFA SUKAMANAH,20210743,SMA,SUKAMANAH,Sukarapih,Kec. Sukarame,Kab. Tasikmalaya,Prov. Jawa Barat,46461,-7.377900000000,108.136500000000,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup
SMAS MIFTAHUL ULUM,20229515,SMA,Kp. Cicadas,Tanjungsari,Kec. Gunungtanjung,Kab. Tasikmalaya,Prov. Jawa Barat,46197,-7.388600000000,108.297300000000,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup
SMAS MUHAMMADIYAH RAWA,20210760,SMA,Linggawangi,Linggawangi,Kec. Leuwisari,Kab. Tasikmalaya,Prov. Jawa Barat,46464,-7.317400000000,108.082800000000,SWASTA,B,Ada,Ada,Ledeng/PAM,Cukup
SMAS MUHAMMADIYAH SINGAPARNA,20210761,SMA,SINGAPARNA,Singaparna,Kec. Singaparna,Kab. Tasikmalaya,Prov. Jawa Barat,46411,-7.346500000000,108.111500000000,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup
SMAS NURUL AMANAH SALAWU,20210762,SMA,Cikeusik,Neglasari,Kec. Salawu,Kab. Tasikmalaya,Prov. Jawa Barat,46471,-7.365500000000,107.997100000000,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup
SMAS NURUL WAFA,20229516,SMA,Gununghideung,Sukarame,Kec. Sukarame,Kab. Tasikmalaya,Prov. Jawa Barat,46461,-7.365500000000,108.137300000000,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup
SMAS PESANTREN CINTAWANA,20210779,SMA,-,Cikunten,Kec. Singaparna,Kab. Tasikmalaya,Prov. Jawa Barat,46414,-7.361400000000,108.104600000000,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup
SMAS PGRI 43 SINGAPARNA,20210778,SMA,Kudang,Singaparna,Kec. Singaparna,Kab. Tasikmalaya,Prov. Jawa Barat,46411,-7.347400000000,108.119000000000,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup
SMAS PGRI SALAWU,20210775,SMA,Warungpeuteuy,Margalaksana,Kec. Salawu,Kab. Tasikmalaya,Prov. Jawa Barat,46471,-7.376900000000,108.045800000000,SWASTA,A,Ada,Ada,Pompa,Cukup
SMAS PLUS AL WAHID SALAWU,20210773,SMA,Wanasigra,Tenjowaringin,Kec. Salawu,Kab. Tasikmalaya,Prov. Jawa Barat,46471,-7.330900000000,107.941300000000,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup
SMAS PLUS AL-FALAH,20268843,SMA,Citoe,Cidadap,Kec. Karangnunggal,Kab. Tasikmalaya,Prov. Jawa Barat,46186,-7.777100000000,108.117700000000,SWASTA,C,Ada,Ada,Sumur terlindungi,Cukup
SMAS PLUS MUALLIMIN PERSIS RAJAPOLAH,20210772,SMA,Nanjungsari,Manggungjaya,Kec. Rajapolah,Kab. Tasikmalaya,Prov. Jawa Barat,46155,-7.219600000000,108.196400000000,SWASTA,B,Ada,Ada,Mata air terlindungi,Cukup
SMAS PLUS NURUL ILMI,20210717,SMA,Banceuy,Singajaya,Kec. Cibalong,Kab. Tasikmalaya,Prov. Jawa Barat,46185,-7.499600000000,108.192300000000,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup
SMAS SERBA BAKTI,20210770,SMA,GODEBAG,Tanjungkerta,Kec. Pagerageung,Kab. Tasikmalaya,Prov. Jawa Barat,46158,-7.125600000000,108.215300000000,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup
SMAS TERPADU AL-MUKHTAR,69786373,SMA,PADAKARIA,Linggasirna,Kec. Sariwangi,Kab. Tasikmalaya,Prov. Jawa Barat,46465,-7.336500000000,108.082300000000,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup
SMAS TERPADU DARUSSALAM,20258065,SMA,Narunggul,Tanjungpura,Kec. Rajapolah,Kab. Tasikmalaya,Prov. Jawa Barat,46155,-7.193100000000,108.204300000000,SWASTA,A,Ada,Ada,Sumur terlindungi,Kurang
SMAS YAB SUKARATU,20210769,SMA,Batumasigit,Sinagar,Kec. Sukaratu,Kab. Tasikmalaya,Prov. Jawa Barat,46152,-7.290900000000,108.146600000000,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup
SMAS YAPPAS AL BAROKAH,20210744,SMA,Rancapaku,Rancapaku,Kec. Padakembang,Kab. Tasikmalaya,Prov. Jawa Barat,46466,-7.322400000000,108.140500000000,SWASTA,A,Ada,Ada,Pompa,Cukup
SMAN 1 BANDUNG,20219271,SMA,-,Lebak Siliwangi,Kec. Coblong,Kota Bandung,Prov. Jawa Barat,40132,-6.895400000000,107.612500000000,NEGERI,A,Ada,Ada,Ledeng/PAM,Cukup
SMAN 10 BANDUNG,20219257,SMA,-,Cikutra,Kec. Cibeunying Kidul,Kota Bandung,Prov. Jawa Barat,40124,-6.902400000000,107.643400000000,NEGERI,A,Ada,Ada,Pompa,Cukup
SMAN 11 BANDUNG,20219243,SMA,-,Cigereleng,Kec. Regol,Kota Bandung,Prov. Jawa Barat,40253,-6.940500000000,107.610400000000,NEGERI,A,Ada,Ada,Sumur terlindungi,Cukup
SMAN 12 BANDUNG,20219241,SMA,Sukapura,Sukapura,Kec. Kiaracondong,Kota Bandung,Prov. Jawa Barat,40285,-6.941324700000,107.646235600000,NEGERI,A,Ada,Ada,Sumur terlindungi,Cukup
SMAN 13 BANDUNG,20219240,SMA,-,Campaka,Kec. Andir,Kota Bandung,Prov. Jawa Barat,40184,-6.903500000000,107.565100000000,NEGERI,A,Ada,Ada,Pompa,Cukup
SMAN 14 BANDUNG,20219239,SMA,-,Cicadas,Kec. Cibeunying Kidul,Kota Bandung,Prov. Jawa Barat,40121,-6.903000000000,107.635800000000,NEGERI,A,Ada,Ada,Ledeng/PAM,Kurang
SMAN 15 BANDUNG,20219238,SMA,SARIJADI,Sarijadi,Kec. Sukasari,Kota Bandung,Prov. Jawa Barat,40151,-6.872700000000,107.586900000000,NEGERI,A,Ada,Ada,Sumur terlindungi,Cukup
SMAN 16 BANDUNG,20219237,SMA,,Babakan Sari,Kec. Kiaracondong,Kota Bandung,Prov. Jawa Barat,40283,-6.926500000000,107.656800000000,NEGERI,A,Ada,Ada,Pompa,Cukup
SMAN 17 BANDUNG,20219235,SMA,-,Babakan Ciparay,Kec. Babakan Ciparay,Kota Bandung,Prov. Jawa Barat,40223,-6.942000000000,107.574900000000,NEGERI,A,Ada,Ada,Sumur terlindungi,Cukup
SMAN 18 BANDUNG,20219244,SMA,-,Kopo,Kec. Bojong Loa Kaler,Kota Bandung,Prov. Jawa Barat,40233,-6.938376600000,107.584911000000,NEGERI,A,Ada,Ada,Sumur terlindungi,Cukup
SMAN 19 BANDUNG,20219246,SMA,-,Dago,Kec. Coblong,Kota Bandung,Prov. Jawa Barat,40135,-6.873621800000,107.616132200000,NEGERI,A,Ada,Ada,Ledeng/PAM,Kurang
SMAN 2 BANDUNG,20219254,SMA,-,Cipaganti,Kec. Coblong,Kota Bandung,Prov. Jawa Barat,40131,-6.889100000000,107.603200000000,NEGERI,A,Ada,Ada,Pompa,Cukup
SMAN 20 BANDUNG,20219253,SMA,-,Citarum,Kec. Bandung Wetan,Kota Bandung,Prov. Jawa Barat,40115,-6.904000000000,107.622200000000,NEGERI,A,Ada,Ada,Ledeng/PAM,Cukup
SMAN 21 BANDUNG,20219251,SMA,,Margasari,Kec. Buahbatu,Kota Bandung,Prov. Jawa Barat,40286,-6.957300000000,107.671600000000,NEGERI,A,Ada,Ada,Pompa,Cukup
SMAN 22 BANDUNG,20219250,SMA,-,Turangga,Kec. Lengkong,Kota Bandung,Prov. Jawa Barat,40264,-6.942200000000,107.630900000000,NEGERI,A,Ada,Ada,Sumur terlindungi,Cukup
SMAN 23 BANDUNG,20219249,SMA,-,Antapani Wetan,Kec. Antapani,Kota Bandung,Prov. Jawa Barat,40291,-6.912770000000,107.664913200000,NEGERI,A,Ada,Ada,Pompa,Cukup
SMAN 24 BANDUNG,20219248,SMA,-,Pasir Endah,Kec. Ujungberung,Kota Bandung,Prov. Jawa Barat,40619,-6.908300000000,107.688700000000,NEGERI,A,Ada,Ada,Pompa,Cukup
SMAN 25 BANDUNG,20219247,SMA,-,MEKAR JAYA,Kec. Rancasari,Kota Bandung,Prov. Jawa Barat,40613,-6.966569700000,107.665256600000,NEGERI,A,Ada,Tidak ada,Pompa,Cukup
SMAN 26 BANDUNG,20219233,SMA,Cipadung,Cipadung,Kec. Cibiru,Kota Bandung,Prov. Jawa Barat,40614,-6.917300000000,107.725300000000,NEGERI,A,Ada,Ada,Sumur terlindungi,Cukup
SMAN 27 BANDUNG,20265516,SMA,,Rancanumpang,Kec. Gedebage,Kota Bandung,Prov. Jawa Barat,40295,-6.959200000000,107.707300000000,NEGERI,A,Ada,Ada,Pompa,Cukup
SMAN 3 BANDUNG,20219327,SMA,-,Merdeka,Kec. Sumur Bandung,Kota Bandung,Prov. Jawa Barat,40113,-6.912300000000,107.614900000000,NEGERI,A,Ada,Ada,Sumur terlindungi,Cukup
SMAN 4 BANDUNG,20219312,SMA,,Kebon Jeruk,Kec. Andir,Kota Bandung,Prov. Jawa Barat,40181,-6.919300000000,107.596200000000,NEGERI,A,Ada,Ada,Pompa,Cukup
SMAN 5 BANDUNG,20219309,SMA,-,Merdeka,Kec. Sumur Bandung,Kota Bandung,Prov. Jawa Barat,40113,-6.912000000000,107.615400000000,NEGERI,A,Ada,Ada,Sumur terlindungi,Cukup
SMAN 6 BANDUNG,20219306,SMA,-,Arjuna,Kec. Cicendo,Kota Bandung,Prov. Jawa Barat,40172,-6.911300000000,107.597800000000,NEGERI,A,Ada,Ada,Pompa,Cukup
SMAN 7 BANDUNG,20219316,SMA,-,Paledang,Kec. Lengkong,Kota Bandung,Prov. Jawa Barat,40261,-6.923000000000,107.615000000000,NEGERI,A,Ada,Ada,Pompa,Cukup
SMAN 8 BANDUNG,20219326,SMA,-,Turangga,Kec. Lengkong,Kota Bandung,Prov. Jawa Barat,40264,-6.938300000000,107.625800000000,NEGERI,A,Ada,Ada,Pompa,Cukup
SMAN 9 BANDUNG,20219324,SMA,Pajajaran,Pajajaran,Kec. Cicendo,Kota Bandung,Prov. Jawa Barat,40173,-6.901000000000,107.585800000000,NEGERI,A,Ada,Ada,Ledeng/PAM,Cukup
Sekolah Menengah Atas Kristen (SMAK) BPK Penabur Banda,70028130,SMA,,Citarum,Kec. Bandung Wetan,Kota Bandung,Prov. Jawa Barat,40115,-6.905554700000,107.616395900000,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup
SMA AL BIRUNI CERDAS MULIA,69965368,SMA,,Cipadung Kidul,Kec. Panyileukan,Kota Bandung,Prov. Jawa Barat,40614,-6.940500000000,107.711300000000,SWASTA,A,Ada,Ada,Pompa,Cukup
SMA AL FALAH KOTA BANDUNG,20219758,SMA,-,Dago,Kec. Coblong,Kota Bandung,Prov. Jawa Barat,40135,-6.883100000000,107.613000000000,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup
SMA AL KENZIE,70006693,SMA,,Cijaura,Kec. Buahbatu,Kota Bandung,Prov. Jawa Barat,,-6.957400000000,107.656700000000,SWASTA,A,Ada,Ada,Pompa,Cukup
SMA Al-Ihsan Cimencrang Bandung,70032509,SMA,Cimincrang,Cimincrang,Kec. Gedebage,Kota Bandung,Prov. Jawa Barat,40292,-6.944600000000,107.705900000000,SWASTA,B,Ada,Ada,Ledeng/PAM,Cukup
SMA BANDUNG INDEPENDENT SCHOOL,69850868,SPK SMA,Sukawarna,Sukawarna,Kec. Sukajadi,Kota Bandung,Prov. Jawa Barat,40164,-6.884500000000,107.580700000000,SWASTA,B,Ada,Ada,Sumur terlindungi,Tidak ada
SMA BPK PENABUR HOLIS,69895400,SMA,Cigondewah Kaler,Cigondewah Kidul,Kec. Bandung Kulon,Kota Bandung,Prov. Jawa Barat,40214,-6.938600000000,107.564500000000,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup
SMA Citra Cemara,70024550,SMA,,Cibuntu,Kec. Bandung Kulon,Kota Bandung,Prov. Jawa Barat,40212,-6.919600000000,107.571000000000,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup
SMA Daarut Tauhiid Boarding School Putri,70029866,SMA,Gegerkalong,Gegerkalong,Kec. Sukasari,Kota Bandung,Prov. Jawa Barat,40153,-6.864100000000,107.590000000000,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup
SMA EDU GLOBAL,69946479,SMA,COBLONG,Merdeka,Kec. Sumur Bandung,Kota Bandung,Prov. Jawa Barat,40132,-6.896800000000,107.613000000000,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup
SMA EL FITRA,70032579,SMA,Cisaranten Kidul,Cisaranten Kidul,Kec. Gedebage,Kota Bandung,Prov. Jawa Barat,40294,-6.939100000000,107.679900000000,SWASTA,A,Ada,Ada,Pompa,Cukup
SMA Global Prestasi Bandung,69953506,SPK SMA,Ciumbuleuit,Ciumbuleuit,Kec. Cidadap,Kota Bandung,Prov. Jawa Barat,40142,-6.862000000000,107.617600000000,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup
SMA HARAPAN KASIH,69979164,SMA,Mekar Wangi,Mekar Wangi,Kec. Bojong Loa Kidul,Kota Bandung,Prov. Jawa Barat,40237,-6.952700000000,107.603400000000,SWASTA,A,Ada,Ada,Lainnya,Cukup
SMA INTELIGENSIA,70011502,SMA,,Cipadung Kulon,Kec. Panyileukan,Kota Bandung,Prov. Jawa Barat,40619,-6.921300000000,107.709900000000,SWASTA,A,Ada,Ada,Pompa,Cukup
SMA ISLAM TERPADU AL IRSYAD AL ISLAMIYYAH,70051306,SMA,,Neglasari,Kec. Cibeunying Kaler,Kota Bandung,Prov. Jawa Barat,,0.000000000000,0.000000000000,SWASTA,Belum Akreditasi,Ada,Ada,Sumur terlindungi,Cukup
SMA KARTIKA XIX-2,20219725,SMA,Gegerkalong,Gegerkalong,Kec. Sukasari,Kota Bandung,Prov. Jawa Barat,40153,-6.865200000000,107.587700000000,SWASTA,A,Ada,Ada,Pompa,Cukup
SMA KRISTEN BPPK,20219810,SMA,-,Kebon Jeruk,Kec. Andir,Kota Bandung,Prov. Jawa Barat,40181,-6.916200000000,107.598600000000,SWASTA,A,Ada,Ada,Pompa,Cukup
SMA Kuntum Cemerlang,69895412,SMA,,Ciumbuleuit,Kec. Cidadap,Kota Bandung,Prov. Jawa Barat,40143,-6.862100000000,107.601800000000,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup
SMA Nehru Memorial School,69895438,SPK SMA,Braga,Braga,Kec. Sumur Bandung,Kota Bandung,Prov. Jawa Barat,40111,-6.921148000000,107.628188000000,SWASTA,C,Ada,Ada,Pompa,Cukup
SMA PELITA FAJAR,69991690,SMA,Jamika,Jamika,Kec. Bojong Loa Kaler,Kota Bandung,Prov. Jawa Barat,40231,-6.927169100000,107.594525700000,SWASTA,A,Ada,Ada,Pompa,Cukup
SMA PELITA NUSANTARA,69882370,SMA,Campaka,Campaka,Kec. Andir,Kota Bandung,Prov. Jawa Barat,40184,-6.901600000000,107.569100000000,SWASTA,A,Ada,Ada,Pompa,Cukup
SMA PGII 1,20219782,SMA,-,Lebak Gede,Kec. Coblong,Kota Bandung,Prov. Jawa Barat,40132,-6.898000000000,107.616800000000,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup
SMA PGII 2,20219781,SMA,Sukaluyu I,Cihaurgeulis,Kec. Cibeunying Kaler,Kota Bandung,Prov. Jawa Barat,40122,-6.900400000000,107.633400000000,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup
SMA SANTA MARIA 2,20219264,SMA,,Cicaheum,Kec. Kiaracondong,Kota Bandung,Prov. Jawa Barat,40282,-6.908100000000,107.651300000000,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup
SMA TEMASEK INDEPENDENT SCHOOL,69935558,SMA,Gegerkalong,Gegerkalong,Kec. Sukasari,Kota Bandung,Prov. Jawa Barat,40153,-6.877179000000,107.594119000000,SWASTA,Tidak Terakreditasi,Ada,Ada,Pompa,Cukup
SMA TUNAS UNGGUL,70023547,SMA,,Karang Pamulang,Kec. Mandalajati,Kota Bandung,Prov. Jawa Barat,40194,-6.898918500000,107.675488400000,SWASTA,B,Ada,Ada,Pompa,Cukup
SMAIT MIFTAHUL KHOIR,20219716,SMA,-,Dago,Kec. Coblong,Kota Bandung,Prov. Jawa Barat,40135,-6.880320400000,107.621483300000,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup
SMAK BPK PENABUR SINGGASANA,70012920,SMA,,Mekar Wangi,Kec. Bojong Loa Kidul,Kota Bandung,Prov. Jawa Barat,,-6.953600000000,107.598900000000,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup
SMAK GAMALIEL,20253894,SMA,-,Cibadak,Kec. Astanaanyar,Kota Bandung,Prov. Jawa Barat,40241,-6.920200000000,107.589700000000,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup
SMAS 19 BUMI SIL,20219749,SMA,Sadang Serang,Sekeloa,Kec. Coblong,Kota Bandung,Prov. Jawa Barat,40134,-6.889700000000,107.627300000000,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup
SMAS ADVENT,20219751,SMA,Kel. Kebon Pisang,Kebon Pisang,Kec. Sumur Bandung,Kota Bandung,Prov. Jawa Barat,40112,-6.920800000000,107.616400000000,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup
SMAS ADVENT CIMINDI BANDUNG,20219760,SMA,-,Campaka,Kec. Andir,Kota Bandung,Prov. Jawa Barat,40184,-6.906800000000,107.570400000000,SWASTA,A,Ada,Ada,Pompa,Cukup
SMAS AL HADI,20219757,SMA,-,Karang Pamulang,Kec. Mandalajati,Kota Bandung,Prov. Jawa Barat,40194,-6.903700000000,107.667400000000,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup
SMAS AL ISLAM,20265517,SMA,Cigagak,Cisurupan,Kec. Cibiru,Kota Bandung,Prov. Jawa Barat,40614,-6.910000000000,107.722700000000,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup
SMAS ALFA CENTAURI,20265518,SMA,-,Citarum,Kec. Bandung Wetan,Kota Bandung,Prov. Jawa Barat,40115,-6.901300000000,107.624100000000,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup
SMAS ALLOYSIUS 1,20219263,SMA,-,Citarum,Kec. Bandung Wetan,Kota Bandung,Prov. Jawa Barat,40115,-6.905500000000,107.612200000000,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup
SMAS ALLOYSIUS 2,20219262,SMA,Mengger,Mengger,Kec. Bandung Kidul,Kota Bandung,Prov. Jawa Barat,40267,-6.955400000000,107.623600000000,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup
SMAS ANGKASA,20219756,SMA,-,Husen Sastranegara,Kec. Cicendo,Kota Bandung,Prov. Jawa Barat,40174,-6.906200000000,107.583000000000,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup
SMAS BAITURRAHMAN,20247287,SMA,-,Pasirjati,Kec. Ujungberung,Kota Bandung,Prov. Jawa Barat,40616,-6.908600000000,107.706000000000,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup
SMAS BINA BHAKTI 1,20219731,SMA,-,Arjuna,Kec. Cicendo,Kota Bandung,Prov. Jawa Barat,40172,-6.912200000000,107.595100000000,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup
SMAS BINA BHAKTI 2,20219729,SMA,-,Arjuna,Kec. Cicendo,Kota Bandung,Prov. Jawa Barat,40172,-6.907700000000,107.584200000000,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup
SMAS BINA DHARMA 1 BANDUNG,20219752,SMA,-,Gegerkalong,Kec. Sukasari,Kota Bandung,Prov. Jawa Barat,40153,-6.869900000000,107.592600000000,SWASTA,A,Ada,Ada,Pompa,Cukup
SMAS BINA DHARMA 2 BANDUNG,20219739,SMA,-,Babakan Sari,Kec. Kiaracondong,Kota Bandung,Prov. Jawa Barat,40283,-6.922600000000,107.652100000000,SWASTA,A,Ada,Ada,Sumur terlindungi,Kurang
SMAS BINTANG MULIA,20269170,SMA,-,Mekar Wangi,Kec. Bojong Loa Kidul,Kota Bandung,Prov. Jawa Barat,40237,-6.954900000000,107.614800000000,SWASTA,A,Ada,Ada,Pompa,Cukup
SMAS BPI 1 BANDUNG,20219738,SMA,-,BURANGRANG,Kec. Lengkong,Kota Bandung,Prov. Jawa Barat,40262,-6.923900000000,107.619400000000,SWASTA,A,Ada,Ada,Pompa,Cukup
SMAS BPK 1 PENABUR BANDUNG,20219730,SMA,Pamoyanan,Pamoyanan,Kec. Cicendo,Kota Bandung,Prov. Jawa Barat,40173,-6.905800000000,107.605400000000,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup
SMAS BPK 2 PENABUR,20219728,SMA,-,Pamoyanan,Kec. Cicendo,Kota Bandung,Prov. Jawa Barat,40173,-6.903700000000,107.596600000000,SWASTA,A,Ada,Ada,Pompa,Cukup
SMAS BPK 3 PENABUR BANDUNG,20219715,SMA,-,Campaka,Kec. Andir,Kota Bandung,Prov. Jawa Barat,40184,-6.898600000000,107.563700000000,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup
SMAS BPN,20219723,SMA,Cipadung,Cipadung,Kec. Cibiru,Kota Bandung,Prov. Jawa Barat,40614,-6.926300000000,107.717600000000,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup
SMAS BUNGA BANGSA BANDUNG,20219721,SMA,-,Ciumbuleuit,Kec. Cidadap,Kota Bandung,Prov. Jawa Barat,40142,-6.863600000000,107.621400000000,SWASTA,B,Ada,Ada,Ledeng/PAM,Cukup
SMAS DARUL HIKAM BANDUNG,20219720,SMA,cihaur gelis,Sekeloa,Kec. Coblong,Kota Bandung,Prov. Jawa Barat,40134,-6.902900000000,107.632800000000,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup
SMAS DARUL QUR AN,20272023,SMA,Kampung Ciwaru,Pasanggrahan,Kec. Ujungberung,Kota Bandung,Prov. Jawa Barat,40616,-6.909000000000,107.714300000000,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup
SMAS GUNA DHARMA,20219718,SMA,-,Cipadung Kulon,Kec. Panyileukan,Kota Bandung,Prov. Jawa Barat,40614,-6.918300000000,107.706500000000,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup
SMAS INDONESIA RAYA BANDUNG,20219717,SMA,,Sukawarna,Kec. Sukajadi,Kota Bandung,Prov. Jawa Barat,40164,-6.889000000000,107.580900000000,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup
SMAS ISTIQAMAH,20274909,SMA,-,Sekejati,Kec. Buahbatu,Kota Bandung,Prov. Jawa Barat,40286,-6.945300000000,107.646500000000,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup
SMAS JEND SUDIRMAN BANDUNG,20246324,SMA,-,Suka Asih,Kec. Bojong Loa Kaler,Kota Bandung,Prov. Jawa Barat,40233,-6.932900000000,107.592000000000,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup
SMAS KALAM KUDUS,20219795,SMA,Komplek Perumahan Mekar Wangi,Cibaduyut,Kec. Bojong Loa Kidul,Kota Bandung,Prov. Jawa Barat,40573,-6.912058800000,107.610901500000,SWASTA,A,Ada,Ada,Pompa,Cukup
SMAS KARTIKA XIX-1,20219727,SMA,,Cihapit,Kec. Bandung Wetan,Kota Bandung,Prov. Jawa Barat,40114,-6.909200000000,107.627000000000,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup
SMAS KARTIKA XIX-3,20219726,SMA,-,Merdeka,Kec. Sumur Bandung,Kota Bandung,Prov. Jawa Barat,40113,-6.909600000000,107.611000000000,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup
SMAS KARYA PEMBANGUNAN 2,20219735,SMA,-,Pasir Endah,Kec. Ujungberung,Kota Bandung,Prov. Jawa Barat,40619,-6.907400000000,107.688400000000,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup
SMAS KEMAH IND 2,20219734,SMA,-,Sekeloa,Kec. Coblong,Kota Bandung,Prov. Jawa Barat,40133,-6.887800000000,107.625200000000,SWASTA,B,Ada,Ada,Ledeng/PAM,Cukup
SMAS KEMALA BHAYANGKARI,20219733,SMA,,Malabar,Kec. Lengkong,Kota Bandung,Prov. Jawa Barat,40262,-6.931900000000,107.622000000000,SWASTA,A,Ada,Ada,Pompa,Cukup
SMAS KIFAYATUL ACHYAR,20219732,SMA,-,Cipadung,Kec. Cibiru,Kota Bandung,Prov. Jawa Barat,40614,-6.933400000000,107.716800000000,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup
SMAS KRIDA NUSANTARA,20219270,SMA,-,Cipadung,Kec. Cibiru,Kota Bandung,Prov. Jawa Barat,40614,-6.914300000000,107.728000000000,SWASTA,A,Ada,Ada,Pompa,Cukup
SMAS KRISTEN DAGO,20219797,SMA,Lebak Siliwangi,Lebak Siliwangi,Kec. Coblong,Kota Bandung,Prov. Jawa Barat,40132,-6.896800000000,107.611600000000,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup
SMAS KRISTEN HIDUP BARU,20219796,SMA,Ciumbuleuit,Ciumbuleuit,Kec. Cidadap,Kota Bandung,Prov. Jawa Barat,40142,-6.865700000000,107.606000000000,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup
SMAS KRISTEN PAULUS,20219794,SMA,-,Pasirkaliki,Kec. Cicendo,Kota Bandung,Prov. Jawa Barat,40171,-6.903600000000,107.599500000000,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup
SMAS LABORATORIUM - PERCONTOHAN UPI,20219790,SMA,-,Isola,Kec. Sukasari,Kota Bandung,Prov. Jawa Barat,40154,-6.861700000000,107.592300000000,SWASTA,A,Ada,Ada,Pompa,Cukup
SMAS LANGLANGBUANA,20219788,SMA,Sukamiskin,Sukamiskin,Kec. Arcamanik,Kota Bandung,Prov. Jawa Barat,40293,-6.907300000000,107.676300000000,SWASTA,A,Ada,Ada,Pompa,Cukup
SMAS LPPN,20219799,SMA,Ciroyom,Ciroyom,Kec. Andir,Kota Bandung,Prov. Jawa Barat,40182,-6.915600000000,107.585000000000,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup
SMAS MAARIF BANDUNG,20219800,SMA,-,Lingkar Selatan,Kec. Lengkong,Kota Bandung,Prov. Jawa Barat,40263,-6.927900000000,107.625200000000,SWASTA,B,Ada,Ada,Pompa,Tidak ada
SMAS MEDINA BANDUNG,20219808,SMA,-,Burangrang,Kec. Lengkong,Kota Bandung,Prov. Jawa Barat,40262,-6.930700000000,107.618800000000,SWASTA,C,Ada,Ada,Sumur terlindungi,Cukup
